id;timestamp;category;product;brand;size;price;availability
186f53e47dc7a324905162dcbce399c5;2019-11-24 00:23:56 0000;Dals & Pulses;Mangat Ram Unpolished Urad Dal (Whole)  (1 kg);Mangat Ram;1 kg;144;TRUE
96afb66fc39a5593ae43851dfc52c80a;2019-11-14 00:23:59 0000;Atta & Flours;Sreebhog Whole Wheat Fresh Chakki Atta  (10 kg);Sreebhog;10 kg;302;TRUE
a28b31cc9c0681f1aeeae5219a2547f5;2019-11-28 00:24:03 0000;Coffee;Cothas Coffee Nova-Therm Pure Filter Coffee  (500 g);Cothas Coffee;500 g;270;TRUE
5930043bc8e0d590ed9ec5f386d9249c;2019-11-12 01:04:03 0000;Creams, Lotions, Skin Care;Everyuth Naturals Golden Glow Peel Off Mask  (90 g);Everyuth Naturals;90 g;113;TRUE
a4a452ebd279e0818bf71aeb24569333;2019-11-08 00:34:54 0000;Diapers & Wipes;Pampers Active Baby Diapers - L  (50 Pieces);Pampers;50 Pieces;969;TRUE
4d8a1ff2b5b1aff13bb599f5596d297d;2019-11-17 00:22:53 0000;Biscuits;Creme n Crisp Ajwain Cookies  (300 g);Creme n Crisp;300 g;60;TRUE
de4eb108fe43a96ba3494e24b26226a2;2019-11-18 00:27:24 0000;Hair Care;Herbal Essences Argan Oil of Morocco Conditioner  (400 ml);Herbal Essences;400 ml;481;TRUE
2c138d4f7e7a883ac0627a1681d3194d;2019-11-25 00:38:57 0000;Diapers & Wipes;MamyPoko Pants Extra Absorb Diapers - XXL  (22 Pieces);MamyPoko;22 Pieces;429;TRUE
c780d19afd1e4322dca4691a3d58ebe9;2019-11-25 00:26:54 0000;Dry Fruits, Nuts & Seeds;Happilo 100% Natural Cashews, Almonds  (400 g);Happilo;400 g;466;TRUE
88068dd0b003a04efbc67e37664312bf;2019-11-09 00:42:43 0000;Household Care|Pet Food;Whiskas Kitten (2-12 months) Fish 1.1 kg Dry Cat Food;Whiskas;1.1 kg;323;TRUE
2d79ad0d565a9c529d2165bf82d6380c;2019-11-29 00:28:54 0000;Breakfast Cereals;Kellogg's Corn Flakes Original  (875 g, Pouch);Kellogg's;875 g Pouch;306;TRUE
204e7c6f5a99cbe0cf9cf03aaa8f3bd2;2019-11-24 00:29:04 0000;Ketchups & Spreads;Maggi Hot & Sweet Tomato Chilli Sauce  (1 kg);Maggi;1 kg Glass Bottle;127;TRUE
02e99bda50f5c219a58743c1ca0a223e;2019-11-05 00:34:19 0000;Oral Care;Oral-B Pro Health Gum Care Medium Toothbrush  (Buy 2 Get 2 Free)  (Pack of 4);Oral-B;Pack of 4;138;TRUE
058abad1b829d572c737084bd626c29f;2019-11-13 00:43:37 0000;Baby Bath & Skin Care;Aveeno Baby Daily Moisturizing Lotion  (227 g);Aveeno;227 g;799;TRUE
da15ad6bc87c68668ab08cf82fe89a26;2019-11-23 02:55:52 0000;Atta & Flours;Flipkart Supermart Select Bajra  (500 g);Flipkart Supermart Select;500 g;31;TRUE
6ea9b2c1cffae3a6bf4eb33460408df0;2019-11-03 00:31:21 0000;Juices;Paper Boat Juice - Guava  (1 L);Paper Boat;1 L Tetrapack;99;TRUE
1dff28c86ab5cfc7d6095a6c9a6de7ce;2019-11-12 01:09:19 0000;Soaps & Body Wash;Biotique Bio Honey Cream Body Wash  (190 ml);Biotique;190 ml;171;TRUE
9dfaebb22f70812f494b95f809e65b60;2019-11-09 00:41:14 0000;Wellness & Common Pharma;Ring Guard Anti Fungal Cream  (20 g);Ring Guard;;69;TRUE
0d6f6a5fa8d638d18501f3336c0f5812;2019-11-15 00:28:35 0000;Chocolates & Sweets;Brookside Dark Exotic Chocolates Truffles  (192 g);Brookside;192 g;368;TRUE
10daa13f1e14fbb83b7b0be04ab4d8f7;2019-11-05 00:26:23 0000;Rice & Rice Products;Kohinoor Super Value Basmati Rice (Long Grain)  (5 kg);Kohinoor;5 kg;715;TRUE
6299c6fecc9e6ee004e514e2410a65cf;2019-11-14 00:31:23 0000;Noodles & Pasta;Disano No. 07 Spaghetti Pasta  (500 g);Disano;500 g;91;TRUE
61c8ab7ec7ba951e4ae0554a4b048f1d;2019-11-29 00:24:37 0000;Masalas & Spices;Ashok Ginger Powder  (100 g);Ashok;100 g;45;TRUE
ca53eef1874859c17678ec3c84e07764;2019-11-27 00:39:13 0000;Diapers & Wipes;Himalaya Soothing Baby Wipes  (72 Pieces);Himalaya;72 Pieces;176;TRUE
61786a6cc452272c2463ebfdca1e28bf;2019-11-11 00:36:51 0000;Detergents & Laundry;Fab 360 Fabric Washing Liquid  (Combo Pack 1  1 Free, 500 ml each)  (500 ml);Fab 360;500 ml;209;TRUE
bf5d128546677fd4f428d1af83a83cb8;2019-11-23 02:52:40 0000;Atta & Flours;Roxy Gold Chakki Atta  (5 kg);Roxy Gold;5 kg;175;TRUE
b38bd30bc6b2636de693aabe65d34511;2019-11-13 00:23:27 0000;Chips,Namkeen & Snacks;Haldiram's Chilli Chatak Lachha  (200 g);Haldiram's;200 g;50;TRUE
8518f7d523877986ef0d6ca3dd957a1b;2019-11-22 00:31:28 0000;Soaps & Body Wash;Palmer's Olive Oil Soap  (125 g);Palmer's;125 g;220;TRUE
5f6eadc66b3fad38233320d6f97e6481;2019-11-20 00:24:16 0000;Biscuits;Muyum Pure Butter Cookies  (250 g);Muyum;250 g;116;TRUE
a5269c5d78e696ababe92b03ac6097a7;2019-11-12 01:02:00 0000;Chocolates & Sweets;Priyagold Magic Cake Fruit  (150 g);Priyagold;150 g;29;TRUE
05883037c3a03ada71b3e29ea313aede;2019-11-16 00:24:29 0000;Dals & Pulses;Mangat Ram Unpolished Moong Dal (Whole)  (1 kg);Mangat Ram;1 kg;112;FALSE
d4703a98d227c8c45cf93bbb6e167bbd;2019-11-23 03:10:50 0000;Oral Care;Colgate Total Advanced Health and Active Salt Toothpaste  (485 g);Colgate;485 g;264;TRUE
093f63923e6bd4043a23001a8274a670;2019-11-27 00:25:03 0000;Masalas & Spices;Kewal Red Chilli Powder  (200 g);Kewal;200 g;40;TRUE
c1b1ab86adbba0bebbb3b49f04875660;2019-11-18 00:38:49 0000;Baby Foods;Nestle Nan Pro Follow-up-Formula (Stage 4)  (400 g, 18+ Months);Nestle Nan Pro;400 g;560;TRUE
5417faed325e24c8e9e25e0bc591e949;2019-11-07 00:24:11 0000;Dals & Pulses;Tata Sampann Unpolished Green Moong Dal (Whole)  (500 g);Tata Sampann;500 g;67;TRUE
a84adf8027bcb37f74b4319a813fab11;2019-11-25 00:40:43 0000;Paper & Disposables;Freshee Premium Luncheon White Napkins  (50 Sheets);Freshee;50 Sheets;71;TRUE
5aca98ac3209f8adbabc87af322c4f70;2019-11-23 00:37:33 0000;Chocolates & Sweets;Cadbury Champion's Pack Dairy Milk Chocolate Bars  (130 g);Cadbury;130 g;100;TRUE
b40f2bef429b8bb3250585bababc5523;2019-11-23 02:54:48 0000;Ghee & Oils;Dhara Filtered Groundnut Oil Pouch  (1 L);Dhara;1 L Pouch;155;TRUE
6b5e22710bfad97238de2a931c2250f8;2019-11-22 00:22:56 0000;Masalas & Spices;Aachi Chilli, Turmeric, Coriander Powder Spices Combo  (3 x 200 g);Aachi;600 g;125;TRUE
95ab8e9fb754433c423eb118f8b0fb55;2019-11-29 00:27:04 0000;Rice & Rice Products;Organic Tattva Poha  (500 g);Organic Tattva;500 g;59;TRUE
3ba3179ecba1865c51dbccbaba9723a9;2019-11-25 00:41:17 0000;Paper & Disposables;Homefoil Aluminium Foil  (Mystique Gentic Pocket Tissues Free)  (9 m);Homefoil;9 m;76;TRUE
d9e56751d938df606df2aca688c45ece;2019-11-23 03:06:42 0000;Rice & Rice Products;24 Mantra Organic Red Poha  (500 g);24 Mantra Organic;500 g;72;TRUE
4d3692509c7e0af16c9abb832e7e947b;2019-11-05 00:31:01 0000;Hair Care;Pantene Hair Fall Control Shampoo  (340 ml);Pantene;340 ml;171;TRUE
c7598419e309f0d87246d4c8a89116b4;2019-11-20 00:27:42 0000;Chocolates & Sweets;Parle Grand Londonderry Milk Candy;Parle;396 g;75;TRUE
17280904d541350fdd5037d483acd5dd;2019-11-23 03:10:47 0000;Masalas & Spices;MTR Puliogare Paste  (200 g);MTR;200 g;65;TRUE
6ac98f9a53205baf22f91d01116bc1fb;2019-11-13 00:26:27 0000;Ghee & Oils;Sweekar Refined Sunflower Oil Pouch  (1 L);Sweekar;1 L Pouch;97;TRUE
07edfc5eb894d1c375b0998f89bc176b;2019-11-26 00:29:33 0000;Chocolates & Sweets;Cadbury Dark Milk Chocolate Bars  (72 g);Cadbury;72 g;89;TRUE
4fa13bc8f6eecce2df82f541cf862318;2019-11-13 00:30:34 0000;Chocolates & Sweets;Britannia Cake Roll Yo Choco Swiss Roll Cake Choco  (450 g);Britannia;450 g;105;TRUE
6ba3d2716fe10a2a83b2d2fe3ba7f2dc;2019-11-03 00:32:01 0000;Oral Care;Pepsodent Expert Protection Whitening Toothpaste  (140 g);Pepsodent;140 g;102;TRUE
22bc17d71777f7a0fa3c5f042b4b51c4;2019-11-23 02:54:45 0000;Atta & Flours;Sreebhog Whole Wheat Fresh Chakki Atta  (10 kg);Sreebhog;10 kg;312;TRUE
4b2adde8308080d353ad9208c4adab68;2019-11-26 00:34:34 0000;Wellness & Common Pharma;Vicks Vaporub Balm  (110 ml);Vicks;110 ml Plastic Jar;220;TRUE
cb3e6d24889be7ed4787a4d7cc593018;2019-11-14 00:33:36 0000;Deos, Perfumes & Talc;Nivea Whitening Talc Touch Deodorant Spray - For Women  (300 ml, Pack of 2);Nivea;2x150 ml;313;TRUE
22391b31a82b4e10af258cc2c5636474;2019-11-04 00:37:44 0000;Floor & Other Cleaners;Cop Floor Cleaner Floral  (500 ml);Cop;500 ml;70;TRUE
b9dde07725b6ea0560284118fc725299;2019-11-21 00:24:46 0000;Dry Fruits, Nuts & Seeds;Happilo Premium American Dried Whole Duet Blueberry, Cranberries  (200 g);Happilo;200 g;304;TRUE
7625c257b861ed457552c32cc043b2da;2019-11-08 00:23:55 0000;Chocolates & Sweets;Parle London Derry Candy;Parle;277 g;50;TRUE
75d514ecce8992d432e48f9c7ad5beab;2019-11-02 00:29:51 0000;Noodles & Pasta;Bambino Pastta Instant Creamy Cheese Pasta  (68 g);Bambino;68 g;25;TRUE
f9c4954cf6064dd45aa63f5505ca9fa2;2019-11-27 00:23:41 0000;Masalas & Spices;JK Jeera  (100 g);JK;100 g;49;TRUE
6c30f2e1a9556ba9510da13e1467d9f8;2019-11-23 02:58:21 0000;Tea;Waghbakri Instant Black Pepper, Cinnamon, Cloves, Ginger, Cardamom Masala Tea Box  (10 Bags);Waghbakri;10 Bags Box;112;TRUE
cdd6ac58364a2a0142d4ec2c99c53b9e;2019-11-30 00:22:06 0000;Masalas & Spices;Flipkart Supermart Select Cardamom (Elaichi Black)  (100 g);Flipkart Supermart Select;100 g;142;TRUE
ab6a9ec991c639d99ee976ff892cd2dd;2019-11-14 00:25:46 0000;Sugar, Jaggery & Salt;Sugar Free Gold Sweetener  (50 g);Sugar Free;1;225;TRUE
173d034fb480a92bdeabf4025524e781;2019-11-22 00:40:51 0000;Repellants & Fresheners;Hit Lime Flower Fragrance Mosquitoes and Flies Killer;Hit;200 ml;98;TRUE
c591e4aa7686d0e9098172d51d50fc9f;2019-11-17 00:26:45 0000;Chips,Namkeen & Snacks;Haldiram's Lite Chiwda  (150 g);Haldiram's;150 g;25;TRUE
e9d40ba4c1b19097d5eca3ab50fb680f;2019-11-26 00:33:57 0000;Creams, Lotions, Skin Care;Vaseline Cocoa Moisturizing Cream  (150 ml);Vaseline;150 ml;160;TRUE
f3f243b694f365e3348c4cb52c3babac;2019-11-23 03:15:11 0000;Chips,Namkeen & Snacks;Coco Soul Caramel Coconut Chips  (33 g);Coco Soul;33 g;96;TRUE
66326fb70a806ff390d476dd309df147;2019-11-26 00:34:21 0000;Utensil Cleaners;Dettol Kitchen Slab and Dish Cleaning Gel  (Lime Splash, 750);Dettol;750;168;TRUE
c67952d1dc2bacfc3be8f0afe41e90e7;2019-11-23 00:40:58 0000;Hair Care;Wow Skin Science Coconut Milk Shampoo  (200 ml);Wow Skin Science;200 ml;281;TRUE
daf40491fd263f8a56151358b9f518de;2019-11-09 00:33:03 0000;Oral Care;Colgate Neo Ultra Soft Toothbrush  (Pack of 3);Colgate;Pack of 3;92;TRUE
d27c5bd9182e17480ba4cfebae6c04c9;2019-11-12 00:56:59 0000;Rice & Rice Products;Kohinoor Brown Basmati Rice (Medium Grain)  (1 kg);Kohinoor;1 kg;149;TRUE
5d7f515cb07bd27bb029e93544bc036d;2019-11-07 00:30:07 0000;Hair Care;Pure Derm Anti-Hairfall Shampoo  (340 ml);Pure Derm;340 ml;247;TRUE
85d1551b0ff1bfa330310d43a6af1b36;2019-11-03 00:32:18 0000;Deos, Perfumes & Talc;AXE Signature Champion Perfume Body Spray - For Men  (154 ml);AXE;154 ml;204;TRUE
042f6b396332fddffc4a62a42cc9faa9;2019-11-25 00:39:58 0000;Kajal & Makeup;Lakme 9 to 5 Complexion Care Face Cream - Beige Foundation  (Beige, 30 g);Lakme;1;301;TRUE
5da9a2e99e561ec2a030e63a06d60c8b;2019-11-27 00:37:31 0000;Wellness & Common Pharma;Vicks Inhaler Inhaler  (5 g);Vicks;5 g Inhaler;50;TRUE
689e4a003ced45e4a1de152833959e0e;2019-11-14 00:32:39 0000;Deos, Perfumes & Talc;Nivea Pearl & Beauty Deodorant Spray - For Men & Women  (150 ml);Nivea;150 ml;195;TRUE
1147ea1249bd79566324a1a01b67ae4a;2019-11-22 00:25:27 0000;Rice & Rice Products;Prasaar Thin Poha  (1 kg);Prasaar;1 kg;96;TRUE
2707e8e82720f48391a1fa7185ec389f;2019-11-27 00:30:53 0000;Jams & Honey;Kissan Pineapple Jam 500 g;Kissan;500 g;148;TRUE
1f4aa19b3fe873a09a3963a2b5a31804;2019-11-22 00:40:31 0000;Dairy;Sofit Soya Milk Mango;Sofit;1 L;117;TRUE
90fe127816f5eefedb911251db6065c7;2019-11-29 00:41:48 0000;Dairy;Ananda Flavoured Milk  (Elaichi);Ananda;180 ml;25;TRUE
2e37e8a4ffe3c5ff70abdac689a985e2;2019-11-27 00:32:34 0000;Oral Care;Listerine Mild Taste Mouthwash - Cool Mint  (250 ml);Listerine;250 ml;125;TRUE
46cd809e30d9e75124c216793905094d;2019-11-07 00:28:07 0000;Chocolates & Sweets;Tic Tac Mint Candy;Tic Tac;7.7 g;10;TRUE
87e875d43933947cfb94923f4c74377c;2019-11-22 00:24:23 0000;Ghee & Oils;Oreal Canola Oil Plastic Bottle  (1 L);Oreal;1 L Plastic Bottle;137;TRUE
9a99db05a34d55c4392e11ef6db85a2a;2019-11-10 00:26:05 0000;Sugar, Jaggery & Salt;MilTop Jaggery  (450 g);MilTop;450 g;45;TRUE
31461366db5c369b91ed3440f9990c08;2019-11-12 01:04:16 0000;Chocolates & Sweets;Hajmola Maha Albela Aam, Chulbuli Imli Candy  (20N Maha Hajmola Candies Free);Hajmola;455 g;117;TRUE
e899fdb9193910a64758fd0d4b97b73e;2019-11-07 00:29:11 0000;Ketchups & Spreads;Fun Foods Zero Fat Sweet Onion Dressing Sauce  (210 g);Fun Foods;210 g Plastic Bottle;76;TRUE
4801f3d96c5aa0a9ea7ee17dcbebb900;2019-11-28 00:28:16 0000;Biscuits;Creme n Crisp Fruit Cookies  (300 g);Creme n Crisp;300 g;96;TRUE
2b486a8cfd6271d4b87ed9a6d8b91454;2019-11-26 00:24:48 0000;Ghee & Oils;Saffola Total Blended Oil Can  (1 L);Saffola;1 L Can;200;TRUE
9b6fbafbda0b87cf156d285b00b6560b;2019-11-29 00:29:20 0000;Tea;Typhoo Green Tea Bags Box  (100 Bags);Typhoo;100 Bags Box;448;TRUE
742f7590ed6e180cf54b83761e0f3b0a;2019-11-29 00:38:56 0000;Repellants & Fresheners;Good Knight Personal Repellent - Fabric Roll On;Good Knight;8 ml;72;TRUE
d57e511a3ae35c0384edaf2fe560df5a;2019-11-27 00:25:59 0000;Dry Fruits, Nuts & Seeds;Happilo Premium International Trail Mix  (200 g);Happilo;200 g;328;TRUE
f22728ced644d0f8f0df036b250a4346;2019-11-15 00:28:39 0000;Chocolates & Sweets;Kinder Mix Maxi Pack for Boys Fudges  (63.2 g);Kinder Mix;63.2 g;211;TRUE
69158b9d0e878fe919768eefc8ce3a03;2019-11-30 00:24:24 0000;Masalas & Spices;Sakthi Coriander Powder  (200 g);Sakthi;200 g;57;TRUE
cc534f5af626cb12a9f7fe08efc739a3;2019-11-17 00:37:43 0000;Detergents & Laundry;Patanjali Herbal Wash  (2 kg);Patanjali;2 kg;105;TRUE
b52c7644d3224fcec0485deebf93343a;2019-11-10 00:29:23 0000;Chocolates & Sweets;Dizzle Sonff Special Mouth Freshener;Dizzle;145 g;112;TRUE
3e93e88b68ecec076b40324bc3cbc39e;2019-11-26 00:28:13 0000;Juices;Rani Float Fruit Drink with Real Fruit Pieces  (240 ml);Rani;240 ml Can;50;TRUE
e76d218cd29d1b3ee13cac1820293499;2019-11-11 00:35:59 0000;Floor & Other Cleaners;Germisol Perfumed Herbal Phenyle 2 in 1 Cool Green  (5 L);Germisol;5 L;366;TRUE
03530bd65deb1df5a6162d46dbd9e1dd;2019-11-08 00:27:28 0000;Soaps & Body Wash;Medimix Ayurvedic Glycerine Soap  (Combo Pack 4  1 Free, 125 g each)  (4 x 125 g);Medimix;4x125 g;196;TRUE
ad173f20db72291823e4fbe25855cb03;2019-11-22 00:39:18 0000;Repellants & Fresheners;All Out Sattva Bedtime Protection Power Mosquito Vaporiser Refill;All Out;45 ml;85;TRUE
e06741d94e5ed14c65302e45f9cc15b2;2019-11-27 00:32:52 0000;Deos, Perfumes & Talc;Cinthol Energy Deodorant Stick - For Men  (40 g);Cinthol;40 g;48;TRUE
768c2e731f01396ef1b25dce69ecff0b;2019-11-04 00:48:09 0000;Pooja Needs;Mangalmai Pooja Oil 900 ml;Mangalmai;Sales Package 900 ml 900 ml;150;TRUE
9f149a3d790dff9773af8ff071755b38;2019-11-03 00:34:24 0000;Hair Care;Dove Environmental Defence Shampoo  (340 ml);Dove;340 ml;189;TRUE
e46d0d9fca6d5a2289494af19fbc63d2;2019-11-14 00:23:54 0000;Atta & Flours;Double Horse Semolina Roasted Rava  (1 kg);Double Horse;1 kg;92;TRUE
